Serial Number,Outlook,Temperature,Windy,Humidity,precipitation,temp_max,temp_min,wind
3226,Rainy,Mild,FALSE,Normal,23.51118628,-4.661051263,4.031146672,1.777106549
3227,Overcast,Mild,FALSE,High,20.24165936,13.8869979,4.035452422,5.280782421
3228,Overcast,Mild,FALSE,Normal,20.28528385,-0.8337789,-0.052735215,5.834205789
3229,Rainy,Mild,FALSE,Normal,8.016225421,11.07803617,2.444875608,3.706031336
3230,Overcast,Hot,TRUE,Normal,35.47017125,10.61091289,8.406094351,2.748256142
3231,Rainy,Hot,TRUE,Normal,25.4315242,8.224964508,0.633649076,5.874157924
3232,Overcast,Hot,TRUE,High,26.19587048,13.47769402,4.283857845,4.115232336
3233,Sunny,Mild,TRUE,High,17.23549011,6.86577994,1.322351723,5.050976156
3234,Rainy,Hot,TRUE,Normal,9.889848904,13.1369806,5.755789368,1.800426198
3235,Sunny,Cool,FALSE,High,5.894234659,17.8430926,-2.160535574,5.745979721
3236,Sunny,Mild,FALSE,High,7.75982825,6.718811308,2.385351721,6.864334688
3237,Overcast,Mild,FALSE,Normal,16.38685418,11.0250176,3.454319434,2.874561783
3238,Sunny,Mild,TRUE,High,27.34700697,15.7735506,0.51996505,5.237505609
3239,Sunny,Cool,TRUE,High,18.98250392,10.978038,8.367350526,2.981698374
3240,Sunny,Cool,TRUE,High,19.85637603,13.48400145,6.506797289,8.818561645
3241,Rainy,Cool,FALSE,Normal,19.85926706,9.133014419,6.072186717,9.850121688
3242,Rainy,Mild,TRUE,Normal,-1.563210683,4.993394451,7.587426163,4.414921351
3243,Rainy,Hot,FALSE,High,20.06325914,2.111940339,-0.710377424,3.929952859
3244,Overcast,Hot,FALSE,High,3.006794076,12.30496952,2.061510841,6.548986134
3245,Sunny,Cool,FALSE,Normal,10.37363878,6.402739365,0.991853266,3.246606916
3246,Rainy,Cool,FALSE,High,17.65667732,18.10693691,11.54320899,7.152622396
3247,Overcast,Hot,TRUE,High,18.57712403,18.88883153,3.455437052,5.766604987
3248,Sunny,Hot,FALSE,High,12.84548476,15.52697489,6.588723146,4.254907501
3249,Sunny,Hot,TRUE,Normal,29.76793889,12.51308353,5.293384272,3.859136217
3250,Overcast,Cool,FALSE,High,20.74207839,11.54156019,5.280426443,0.585490857
3251,Overcast,Hot,TRUE,High,16.88419361,-1.965723891,3.335143444,7.544370507
3252,Overcast,Cool,FALSE,High,3.076386419,3.149238837,3.947639499,0.959903974
3253,Rainy,Hot,TRUE,Normal,13.77346426,16.9461674,1.240342449,1.950243903
3254,Rainy,Cool,FALSE,Normal,34.13477855,6.601768309,2.337970949,6.455020734
3255,Overcast,Mild,TRUE,High,11.71484088,9.213052721,-1.790590532,4.137367365
3256,Overcast,Cool,FALSE,Normal,0.476881769,-2.074471687,2.57807692,3.456386443
3257,Sunny,Hot,TRUE,Normal,14.44099273,-1.177319805,3.979448446,4.628771864
3258,Sunny,Mild,FALSE,High,9.311251586,15.40306029,2.452110415,2.929900602
3259,Rainy,Mild,FALSE,Normal,16.79509477,9.606516599,-4.44552057,4.525976153
3260,Overcast,Mild,TRUE,High,15.12156116,5.484600216,1.179762287,2.603527554
3261,Overcast,Mild,FALSE,Normal,14.47617675,6.684171049,5.961270637,3.069754377
3262,Rainy,Mild,TRUE,High,29.37515597,9.878780388,3.970981619,1.426178789
3263,Overcast,Hot,TRUE,High,2.698819241,15.14113483,8.447514706,8.066014357
3264,Overcast,Hot,FALSE,Normal,0.33679416,-2.162402,-2.579119876,4.271668926
3265,Sunny,Hot,FALSE,Normal,18.34606466,6.506525927,-2.002534807,7.227312998
3266,Rainy,Cool,FALSE,High,8.759680455,13.53130259,-0.15047191,1.626851567
3267,Sunny,Hot,TRUE,High,17.41638498,0.21547315,0.330411883,3.332760858
3268,Rainy,Hot,TRUE,Normal,17.66270774,22.06519684,0.439352823,4.945930882
3269,Overcast,Cool,FALSE,High,19.28874245,8.493241077,2.315385248,6.359043708
3270,Sunny,Cool,FALSE,Normal,15.66206954,-3.840094321,5.376161757,7.000039772
3271,Sunny,Mild,TRUE,Normal,17.23049245,3.346746666,-0.443283621,3.584141347
3272,Overcast,Hot,TRUE,High,7.575594357,11.98081295,8.463320487,3.172891174
3273,Sunny,Cool,TRUE,High,16.20745756,16.76332312,9.65784184,2.132113827
3274,Sunny,Mild,TRUE,Normal,19.11980846,14.45783056,2.180428662,6.581053081
3275,Rainy,Hot,TRUE,Normal,17.41905313,11.58174731,2.477006451,0.717211613
3276,Sunny,Hot,TRUE,High,-10.80723255,7.788109944,1.538061639,2.721682853
3277,Rainy,Hot,TRUE,Normal,19.63175828,3.145206645,4.357833269,3.809015778
3278,Sunny,Hot,FALSE,High,13.52344888,17.46079857,3.951674463,6.907440648
3279,Sunny,Mild,FALSE,High,15.90725529,12.7731785,0.387863739,7.326009025
3280,Rainy,Cool,TRUE,Normal,17.80762591,13.58152952,6.503609044,5.34956058
3281,Rainy,Hot,TRUE,Normal,16.09902261,12.11556492,5.650145517,5.251149495
3282,Sunny,Hot,TRUE,Normal,16.18346551,10.99231245,-1.441094525,2.11326461
3283,Rainy,Cool,TRUE,Normal,2.482482909,9.970240606,9.202153608,5.762400606
3284,Sunny,Mild,FALSE,High,31.92797316,11.07509289,4.046367809,4.517335011
3285,Rainy,Mild,TRUE,Normal,4.588689669,9.142836981,0.31729677,2.75812147
3286,Overcast,Cool,FALSE,Normal,15.16265969,6.499831437,-2.35719174,5.772739718
3287,Rainy,Cool,FALSE,Normal,15.36492759,10.37394719,-2.530341608,4.861687815
3288,Overcast,Mild,TRUE,High,23.95350622,11.57010614,6.73229774,9.932251922
3289,Sunny,Mild,TRUE,High,17.26298904,4.239051402,-2.721908715,5.322107468
3290,Overcast,Cool,FALSE,Normal,13.57439987,1.59834921,1.552813474,5.544034861
3291,Sunny,Hot,TRUE,Normal,21.34753449,5.739062742,16.33010366,6.628076607
3292,Rainy,Hot,FALSE,High,21.0066651,10.04381128,8.63373702,6.851108289
3293,Overcast,Cool,TRUE,Normal,12.19280146,20.30079618,1.610769504,7.989561275
3294,Rainy,Mild,TRUE,Normal,10.01067968,12.95103279,2.996908808,1.905606475
3295,Sunny,Cool,FALSE,High,23.53543918,10.23553996,5.452531998,1.390901399
3296,Overcast,Cool,FALSE,Normal,17.80564659,3.945619366,2.028596994,2.571125018
3297,Overcast,Hot,FALSE,Normal,3.245121423,2.284760093,6.216689526,6.9926771
3298,Sunny,Hot,TRUE,High,18.02209613,12.99137219,-1.141813404,2.825823941
3299,Sunny,Mild,TRUE,High,20.06001673,7.642478973,4.611424376,5.470495673
3300,Sunny,Hot,TRUE,High,23.63804838,6.14561217,7.316236336,6.610848293
3301,Overcast,Mild,TRUE,High,2.532677191,10.23960259,5.332674527,1.767197095
3302,Rainy,Cool,TRUE,Normal,21.03718035,8.825643252,-1.17468507,2.890254599
3303,Rainy,Hot,FALSE,High,14.71143919,11.93496417,-0.21559799,3.911963429
3304,Rainy,Hot,TRUE,Normal,7.273042906,11.29101932,5.478769864,3.028797518
3305,Sunny,Hot,FALSE,Normal,20.65258048,13.24663574,0.790222576,2.0810906
3306,Sunny,Mild,FALSE,High,26.81592689,10.47668924,5.782389946,4.220711589
3307,Sunny,Mild,FALSE,Normal,24.67131533,16.08470649,6.528307556,5.414956926
3308,Overcast,Cool,FALSE,Normal,9.81583435,7.775412791,-1.281397052,2.167399804
3309,Overcast,Cool,FALSE,High,12.81856421,12.57580074,8.024045368,9.623621041
3310,Overcast,Mild,FALSE,High,4.909991878,-7.389637295,3.389220272,0.252665136
3311,Overcast,Cool,FALSE,Normal,2.376349976,14.94244822,-1.112102069,4.860514603
3312,Rainy,Mild,TRUE,Normal,5.469943281,19.11056689,13.96030458,8.258574349
3313,Sunny,Mild,TRUE,Normal,7.682852272,1.342866221,3.922382863,3.065321888
3314,Rainy,Cool,FALSE,Normal,18.76037418,4.242578821,10.22563383,7.104901876
3315,Sunny,Mild,TRUE,Normal,8.934161651,4.712454386,-1.711578502,4.311599553
3316,Rainy,Mild,TRUE,Normal,12.13696701,10.78587178,-1.489655087,-0.39001414
3317,Sunny,Hot,FALSE,High,9.660800973,17.37792277,8.853139318,1.386614739
3318,Rainy,Mild,FALSE,High,23.67063673,9.712327114,-2.495724293,7.754117029
3319,Rainy,Mild,TRUE,Normal,12.6380796,10.04708907,5.547631994,6.26420795
3320,Overcast,Cool,FALSE,High,16.59513698,12.76814116,1.591556405,5.272284016
3321,Rainy,Cool,TRUE,Normal,19.1942091,15.49576328,9.086307743,4.120616901
3322,Rainy,Cool,TRUE,High,16.48441761,-0.222675351,1.589199383,4.072130966
3323,Sunny,Cool,FALSE,High,14.45632977,7.944609006,6.95333032,3.241012067
3324,Overcast,Mild,TRUE,High,19.71684671,11.33820556,4.093008346,1.924587637
3325,Rainy,Hot,FALSE,Normal,16.34990818,7.093137323,8.505364181,3.903108418
3326,Sunny,Cool,FALSE,High,33.82445179,2.812144856,-0.971928098,3.314635362
3327,Rainy,Hot,FALSE,High,12.03935803,18.23739327,3.253417909,7.424138277
3328,Sunny,Cool,FALSE,High,20.11535192,10.69425124,1.650357593,2.408020599
3329,Sunny,Cool,TRUE,High,9.625548618,14.03345661,3.665191819,2.975276101
3330,Overcast,Cool,FALSE,High,17.23696666,6.646516483,1.735906955,2.596411703
3331,Overcast,Hot,FALSE,High,24.30232373,14.41520022,1.297881476,1.375670932
3332,Sunny,Hot,FALSE,Normal,23.44933277,20.63796656,8.87350998,4.4599164
3333,Overcast,Cool,TRUE,Normal,-0.640597138,11.6428964,6.276032299,0.514992368
3334,Overcast,Mild,TRUE,High,22.80364913,12.31155922,-0.055873008,1.201665885
3335,Overcast,Hot,TRUE,High,6.263662785,11.95814779,5.484568965,3.620840043
3336,Overcast,Hot,TRUE,High,6.441963901,14.42941926,-0.542519575,4.526168876
3337,Rainy,Mild,FALSE,High,18.17151409,5.65204139,4.097805255,3.635770691
3338,Sunny,Mild,FALSE,High,23.89045976,14.27873452,-1.393758649,4.141063811
3339,Overcast,Cool,TRUE,Normal,3.934933189,10.15177091,0.518811424,1.633058609
3340,Sunny,Cool,FALSE,High,9.855124848,5.080874701,6.363886626,4.032544744
3341,Rainy,Hot,TRUE,High,10.85189894,11.35302969,5.859068315,3.448633414
3342,Sunny,Mild,TRUE,High,9.51787898,13.58945961,1.183142982,8.053728176
3343,Rainy,Cool,FALSE,High,17.91221131,12.89383294,0.445065462,2.23009193
3344,Overcast,Cool,TRUE,Normal,13.04956068,17.08970694,7.306871226,1.877889468
3345,Sunny,Mild,TRUE,High,13.35209541,22.64194181,9.66127874,4.609278699
3346,Overcast,Cool,FALSE,High,28.86459072,20.41004043,0.757065148,4.578821257
3347,Overcast,Cool,TRUE,Normal,25.33001968,13.85500154,-1.443139988,4.239157355
3348,Overcast,Cool,TRUE,Normal,19.59381765,13.25068953,0.746276224,5.280981182
3349,Rainy,Mild,TRUE,Normal,19.53185655,3.161265138,6.894597529,3.486194356
3350,Rainy,Mild,TRUE,Normal,21.22661162,7.335818269,5.411749687,4.726906391
3351,Overcast,Mild,TRUE,Normal,18.88344483,12.72557567,10.4643475,6.245241878
3352,Rainy,Hot,TRUE,High,3.515617611,7.221302029,2.00735248,6.587834413
3353,Sunny,Cool,FALSE,High,41.91750246,13.21207141,6.48999451,9.154746531
3354,Overcast,Hot,FALSE,Normal,2.220190299,3.901107536,7.329285337,2.973607554
3355,Sunny,Hot,TRUE,High,20.93844813,-5.022525884,-2.736778039,7.921957396
3356,Sunny,Cool,FALSE,Normal,10.44251155,6.844601478,1.075033576,6.463441614
3357,Sunny,Hot,TRUE,High,1.312635189,2.313547766,0.657216141,5.545683094
3358,Sunny,Mild,FALSE,High,10.98819134,13.14496099,4.047512433,1.512602852
3359,Sunny,Cool,FALSE,High,22.1621595,9.019652598,3.188490997,2.566126423
3360,Rainy,Mild,FALSE,Normal,30.08886119,11.51716379,3.683962051,7.387580337
3361,Sunny,Hot,FALSE,High,13.93419195,4.827516341,8.603160384,4.812022925
3362,Sunny,Mild,FALSE,High,8.552584614,-1.542680083,-3.721085913,4.638511929
3363,Rainy,Cool,TRUE,High,24.31600169,12.55772363,3.699799147,4.678957803
3364,Overcast,Cool,FALSE,High,8.160776609,3.871174345,0.739582178,0.485127393
3365,Overcast,Mild,TRUE,High,23.83623037,5.814751023,8.904429372,5.022118961
3366,Rainy,Cool,TRUE,High,7.457959524,7.605972429,5.07279737,4.295173098
3367,Sunny,Mild,FALSE,High,6.474066403,15.9261509,4.188170966,6.725444193
3368,Rainy,Hot,TRUE,Normal,9.711252602,16.20669035,-4.409887018,5.038495748
3369,Rainy,Hot,TRUE,High,21.75438258,14.65539905,7.363038311,5.182165847
3370,Rainy,Mild,TRUE,High,15.76822749,21.41469115,11.77823244,2.234847045
3371,Overcast,Cool,TRUE,High,18.10900829,5.224200303,6.572726705,1.481616187
3372,Rainy,Hot,TRUE,Normal,28.46004411,-0.792941595,2.282708837,5.880522384
3373,Rainy,Mild,TRUE,High,5.19806199,2.376561454,4.835653776,8.133553195
3374,Sunny,Cool,TRUE,Normal,-13.3821272,0.921589003,5.189195246,2.305885484
3375,Overcast,Mild,TRUE,High,7.082928279,5.019786248,0.988011207,8.038131212
3376,Rainy,Mild,TRUE,High,11.20318548,6.235991445,2.639981348,4.606864079
3377,Overcast,Mild,FALSE,High,11.67880551,10.56668978,-1.547184976,6.37081009
3378,Overcast,Hot,TRUE,Normal,27.24384148,13.77523866,0.754761807,6.028676764
3379,Sunny,Mild,FALSE,Normal,5.29338522,8.487637126,-2.924769848,3.702498657
3380,Overcast,Hot,FALSE,High,9.73506494,17.72255942,9.220999529,5.106665095
3381,Rainy,Hot,FALSE,Normal,7.834258551,5.804035013,-0.182900188,4.259518483
3382,Overcast,Mild,TRUE,Normal,15.04814618,14.27720142,-9.450010691,4.024784158
3383,Rainy,Cool,FALSE,High,42.65429499,11.66806419,5.843043867,5.066316797
3384,Rainy,Hot,FALSE,High,21.24282169,4.091684663,5.712505623,2.911446902
3385,Sunny,Mild,FALSE,Normal,19.99286417,15.87395705,-1.71934591,6.183746997
3386,Rainy,Cool,TRUE,Normal,12.60438652,8.109613033,7.099701325,3.647639368
3387,Sunny,Mild,TRUE,Normal,29.64271232,17.48853523,10.46267495,5.433072923
3388,Rainy,Mild,FALSE,High,-2.960428203,15.43015873,5.892275404,0.115692348
3389,Rainy,Hot,FALSE,Normal,23.41592501,10.28428164,2.698159367,1.652771666
3390,Overcast,Hot,FALSE,High,18.5851207,10.33777296,2.877258652,4.452643466
3391,Rainy,Cool,FALSE,High,-4.279695582,3.924807281,10.19193703,3.195336442
3392,Rainy,Mild,TRUE,High,8.700989409,4.500457992,-1.227564348,6.185966165
3393,Overcast,Cool,FALSE,Normal,10.82119615,5.125101515,5.601967345,-0.079624889
3394,Overcast,Hot,FALSE,Normal,9.046827655,11.61922417,3.973721099,9.490461069
3395,Sunny,Cool,FALSE,High,10.59458066,18.94863183,3.476696341,1.423608974
3396,Overcast,Mild,FALSE,High,21.81339111,13.22910893,5.895972154,5.286538602
3397,Overcast,Cool,TRUE,High,-1.013007798,-0.3945087,6.810778379,2.923752233
3398,Sunny,Hot,TRUE,Normal,23.71183933,-0.277401035,4.357798705,6.911061019
3399,Rainy,Hot,TRUE,High,16.76286001,9.062231279,7.236589191,4.334680312
3400,Rainy,Cool,FALSE,Normal,5.929807221,10.7671505,-0.160250013,3.229818937
3401,Sunny,Hot,FALSE,Normal,21.97473407,16.47273617,2.839594988,3.552995049
3402,Sunny,Mild,TRUE,Normal,23.9011635,19.00527389,3.723792234,0.648980936
3403,Sunny,Cool,FALSE,High,20.68508074,19.22624729,12.28755605,2.269339921
3404,Sunny,Hot,TRUE,High,3.065250534,10.50717934,3.731370649,2.264702562
3405,Sunny,Hot,TRUE,Normal,-14.14880089,4.373398919,10.78099307,6.957074653
3406,Overcast,Mild,TRUE,High,24.88502491,18.86281789,13.703958,8.63433941
3407,Rainy,Cool,TRUE,High,38.56167215,13.86142509,3.070909874,3.992031647
3408,Sunny,Hot,TRUE,High,21.90746972,15.65147404,11.4713559,2.659207473
3409,Overcast,Mild,FALSE,Normal,15.01710397,12.24242987,1.39524139,5.74411279
3410,Overcast,Hot,TRUE,Normal,23.29521542,6.086828501,3.030577614,3.567518837
3411,Overcast,Mild,TRUE,Normal,5.518220734,11.16140731,-3.801237257,3.347999963
3412,Overcast,Cool,TRUE,Normal,17.27975451,-1.262051527,7.078652877,3.296698792
3413,Rainy,Cool,FALSE,Normal,2.179886997,19.30254922,6.811406068,6.072557921
3414,Sunny,Cool,TRUE,High,12.74222923,8.424266558,6.854527837,5.229059235
3415,Rainy,Hot,FALSE,High,27.29768209,9.513451611,5.956435374,6.984533597
3416,Rainy,Mild,FALSE,Normal,2.488863975,2.714149763,-1.195592419,7.69325481
3417,Rainy,Cool,FALSE,High,15.5712839,6.310257812,6.999054214,5.604449651
3418,Overcast,Mild,TRUE,Normal,12.54944265,10.32656544,5.748475351,2.229182031
3419,Overcast,Mild,FALSE,Normal,12.26600156,4.695684316,1.014205907,8.039844085
3420,Sunny,Hot,TRUE,High,9.990013134,20.89910252,5.123392482,1.226965554
3421,Sunny,Cool,TRUE,Normal,21.97130011,14.33705635,-3.436726711,3.00147296
3422,Overcast,Mild,FALSE,High,12.47612804,9.164985706,8.532779497,5.96194871
3423,Sunny,Mild,TRUE,Normal,41.82015902,17.81931759,-1.468757466,4.209511273
3424,Rainy,Cool,TRUE,Normal,5.617883601,17.87959416,4.544645903,4.440945819
3425,Rainy,Cool,TRUE,High,5.268078312,10.50912332,9.674539871,5.327801435
3426,Overcast,Cool,FALSE,Normal,17.31223615,0.032455647,2.906020986,-0.936148925
3427,Sunny,Hot,FALSE,Normal,6.701250571,7.588903319,4.439480086,5.081447493
3428,Overcast,Mild,TRUE,Normal,13.20431213,3.027629959,1.283981324,6.186116567
3429,Sunny,Hot,FALSE,Normal,11.75812777,11.94512581,-2.447908207,1.272324743
3430,Sunny,Mild,TRUE,High,10.02909134,13.2598401,-7.063876555,7.858548956
3431,Rainy,Hot,FALSE,Normal,16.04223483,10.76490846,-3.968841162,5.392503307
3432,Rainy,Mild,FALSE,Normal,22.44026672,9.794507277,0.592148783,3.889842328
3433,Rainy,Cool,FALSE,High,16.60573843,15.20335434,2.900523946,4.08165119
3434,Rainy,Cool,TRUE,High,6.366918688,9.513287517,1.552707313,6.305561008
3435,Sunny,Hot,TRUE,High,10.27970902,9.236193314,3.483669817,4.599792789
3436,Overcast,Cool,TRUE,Normal,10.79410326,12.41604058,1.138575484,3.428682672
3437,Rainy,Hot,FALSE,Normal,1.830640457,-0.887914565,10.08898135,5.733507076
3438,Sunny,Mild,FALSE,Normal,23.11228684,6.104565996,2.006748449,4.914165316
3439,Sunny,Hot,TRUE,Normal,21.26918941,12.39592897,5.048298587,1.418827169
3440,Overcast,Mild,TRUE,High,0.402099922,10.29227543,9.873146159,3.192809127
3441,Overcast,Mild,FALSE,High,22.72148475,8.823037177,6.050927195,7.872745196
3442,Rainy,Hot,TRUE,High,19.24962668,7.571287365,4.999297502,4.911379633
3443,Overcast,Mild,TRUE,Normal,11.46861408,12.22240337,8.782631375,3.77192323
3444,Rainy,Cool,FALSE,Normal,7.781579356,19.24470982,1.577191342,2.0476412
3445,Rainy,Mild,FALSE,High,14.670035,9.365604153,3.725897215,4.61210757
3446,Rainy,Cool,TRUE,Normal,4.800114508,21.0429785,12.74874195,4.980576158
3447,Overcast,Cool,TRUE,High,4.296536465,17.4880189,2.146176778,2.482310687
3448,Overcast,Mild,TRUE,High,18.37330664,4.379375993,3.520909368,7.949729596
3449,Sunny,Cool,FALSE,High,19.43042706,9.78158226,6.255443701,4.07753618
3450,Rainy,Hot,TRUE,High,20.79004491,16.5773613,13.16082227,5.11124857
3451,Overcast,Mild,TRUE,Normal,9.750158444,22.56106178,-3.857849298,4.123805697
3452,Overcast,Cool,TRUE,High,10.26288593,7.909638236,2.239165225,4.517197481
3453,Sunny,Mild,FALSE,High,25.05340534,14.5851764,4.040500366,4.044806313
3454,Overcast,Mild,TRUE,Normal,20.85338837,16.69874981,2.537350801,7.895178732
3455,Overcast,Hot,TRUE,High,8.391603854,14.33376552,0.850557605,3.681847784
3456,Rainy,Hot,FALSE,High,7.093074999,3.599688416,2.114297917,6.440455235
3457,Rainy,Hot,FALSE,High,-2.699476109,-0.10773501,1.165499892,2.09089456
3458,Overcast,Hot,FALSE,High,10.18353569,11.93332481,-2.093767889,5.10343669
3459,Sunny,Hot,TRUE,Normal,24.4647157,-3.160122355,0.839415376,5.538882564
3460,Overcast,Cool,TRUE,Normal,12.37490786,13.98491759,9.722736387,2.309746267
3461,Sunny,Hot,TRUE,High,14.93664413,5.708388737,5.98510704,5.094274838
3462,Overcast,Hot,FALSE,High,27.66831275,11.34540321,1.230378265,-1.660467332
3463,Overcast,Hot,FALSE,Normal,-0.356984599,3.637496794,2.368485651,7.561318837
3464,Sunny,Cool,TRUE,High,18.48187501,10.2052705,1.961804454,2.978916238
3465,Sunny,Cool,FALSE,High,-3.422325839,16.66914436,4.589476617,6.497885922
3466,Rainy,Mild,FALSE,High,8.550812482,7.6245968,-0.810059408,2.82456383
3467,Sunny,Hot,TRUE,High,5.662840315,4.810080852,3.364361555,4.906008039
3468,Rainy,Hot,TRUE,High,-0.099596739,14.71829749,-0.613069408,4.862548964
3469,Rainy,Cool,FALSE,High,12.16637001,6.043891996,4.413079458,2.692266149
3470,Rainy,Cool,FALSE,Normal,17.23135248,17.15406071,0.21245902,5.239661919
3471,Sunny,Mild,TRUE,Normal,17.11154296,9.927055452,1.840657465,4.999922438
3472,Overcast,Hot,FALSE,Normal,24.15117434,9.206753384,1.430907232,3.261122177
3473,Sunny,Mild,FALSE,Normal,11.96629652,4.426781019,2.125025348,7.011022109
3474,Sunny,Hot,TRUE,High,27.52008122,20.76591281,0.333953154,4.715305166
3475,Rainy,Hot,FALSE,Normal,15.8217228,9.358472392,6.207110223,6.906921285
3476,Rainy,Hot,FALSE,Normal,-6.246208266,6.539306937,2.550880807,8.018479925
3477,Overcast,Mild,TRUE,Normal,28.31190795,12.24000582,4.289952929,5.1761276
3478,Overcast,Mild,FALSE,High,1.550858859,10.21426134,3.352857076,4.020742915
3479,Overcast,Hot,TRUE,Normal,-2.40703536,1.960981219,6.754416561,5.597017352
3480,Overcast,Mild,FALSE,High,2.447471964,1.21957225,0.095488869,3.184981567
3481,Rainy,Hot,FALSE,Normal,6.055109332,9.261246915,5.379612446,3.308619908
3482,Sunny,Mild,FALSE,Normal,16.27383041,18.03141953,6.723896664,3.67219593
3483,Overcast,Cool,TRUE,Normal,38.81917977,17.7266308,8.852247155,3.859298459
3484,Overcast,Cool,TRUE,Normal,16.85810491,8.10170135,0.054083742,6.746613379
3485,Rainy,Hot,TRUE,Normal,14.99817083,11.17583774,4.887183596,3.928853205
3486,Sunny,Mild,TRUE,High,18.89514901,7.022360859,2.2232425,4.775898618
3487,Overcast,Mild,FALSE,High,9.720259796,5.813244454,0.517469885,5.321912817
3488,Rainy,Cool,FALSE,High,40.42860775,9.137396388,-2.139272418,3.136546989
3489,Sunny,Hot,TRUE,High,27.25882313,18.52574276,7.641211587,2.179923613
3490,Sunny,Mild,TRUE,High,12.06923919,25.69786229,-4.045639509,3.5436027
3491,Sunny,Mild,TRUE,High,38.28309798,12.0864825,-7.02947296,4.347595267
3492,Sunny,Hot,FALSE,Normal,18.39626531,6.916462679,4.73368618,3.995540504
3493,Sunny,Cool,TRUE,Normal,19.32420362,10.25183595,4.353835631,7.443613272
3494,Overcast,Hot,FALSE,High,8.04204373,10.20011188,1.01590626,6.104404223
3495,Rainy,Hot,FALSE,Normal,10.6282348,4.507798098,5.165815971,4.655774779
3496,Rainy,Hot,FALSE,Normal,0.715032073,6.696554445,-0.359838566,2.128835786
3497,Overcast,Cool,FALSE,High,20.41105313,6.541870708,1.358635692,4.997166134
3498,Overcast,Mild,FALSE,High,10.37036088,16.27959169,-2.109795738,3.019785052
3499,Overcast,Cool,FALSE,Normal,15.96891042,2.196505414,7.457455354,5.176347707
3500,Rainy,Cool,TRUE,High,8.689090161,16.52245472,1.965167508,4.600307411
3501,Rainy,Cool,FALSE,Normal,7.588290726,15.2965285,0.815808456,5.335524506
3502,Rainy,Mild,TRUE,Normal,15.66186794,11.69240556,-3.032496393,4.51640618
3503,Sunny,Mild,FALSE,Normal,-4.807387194,-0.702806147,-2.580176842,8.593191771
3504,Sunny,Hot,TRUE,High,-0.638134773,15.10824383,0.215415139,5.395129257
3505,Sunny,Hot,FALSE,High,9.234036889,14.33845731,-1.990183087,6.488268678
3506,Overcast,Cool,FALSE,High,9.610865225,2.643620273,2.624176729,3.807224214
3507,Overcast,Cool,FALSE,High,10.70716566,13.10834063,3.04208331,6.159046157
3508,Rainy,Hot,FALSE,High,8.23643291,12.91305265,-2.201199343,6.12074492
3509,Rainy,Hot,TRUE,Normal,6.38577719,22.2982721,4.955560802,3.024268589
3510,Overcast,Hot,FALSE,High,16.62674043,17.26462742,2.392061173,4.215596914
3511,Rainy,Mild,FALSE,Normal,11.92092094,6.754686438,0.117334657,6.494542845
3512,Rainy,Cool,FALSE,Normal,21.9139767,5.598966347,-1.588392556,3.698097049
3513,Sunny,Mild,FALSE,Normal,4.400036749,16.00504152,4.082492236,3.169651928
3514,Sunny,Cool,TRUE,Normal,5.832298146,3.226068418,2.645894487,2.71271234
3515,Sunny,Hot,TRUE,Normal,19.59460711,2.209396722,-1.656167136,7.467987982
3516,Rainy,Mild,FALSE,Normal,30.33841062,4.754449604,9.340552584,1.811500819
3517,Overcast,Mild,TRUE,High,17.31596721,17.24997126,6.461970535,1.089163905
3518,Rainy,Mild,TRUE,High,31.45200388,14.36788061,-1.259050945,3.777848711
3519,Rainy,Mild,TRUE,High,13.98038337,15.33787873,1.096775469,8.887545088
3520,Sunny,Mild,TRUE,High,17.08186913,9.113691162,1.21515508,6.112755291
3521,Rainy,Hot,TRUE,High,20.805894,-2.04744191,3.723369961,5.990416317
3522,Rainy,Hot,FALSE,High,13.65950392,4.577948364,3.85654125,5.746937563
3523,Sunny,Hot,FALSE,High,15.79583735,11.08785358,2.647088041,5.164891966
3524,Sunny,Cool,FALSE,Normal,16.97449504,16.64165841,9.336700939,3.921140683
3525,Overcast,Cool,TRUE,Normal,9.022135432,10.90751983,9.438635597,6.341085898
3526,Overcast,Mild,TRUE,High,15.67843119,3.499567675,4.261220095,4.528936116
3527,Overcast,Hot,TRUE,High,4.820461082,17.07929664,3.123504014,2.151008727
3528,Overcast,Hot,FALSE,High,19.2399606,12.64161795,1.084126492,3.462347353
3529,Sunny,Cool,TRUE,Normal,9.39316064,0.648517731,2.043739357,6.85540543
3530,Rainy,Hot,TRUE,High,20.05700342,5.584853156,7.08102335,4.637387923
3531,Sunny,Cool,FALSE,High,3.40196159,10.60277089,6.824907947,2.998778318
3532,Overcast,Cool,TRUE,High,22.44153586,17.28679439,1.519855024,3.337461963
3533,Overcast,Hot,TRUE,Normal,21.5258144,0.272584788,1.802687054,5.100157434
3534,Overcast,Mild,TRUE,High,15.41101706,3.254602179,13.92847288,4.308889175
3535,Overcast,Cool,FALSE,High,12.69440748,12.39892653,10.0832712,3.926487636
3536,Overcast,Hot,TRUE,Normal,3.539963763,0.212332758,4.187393109,3.336310648
3537,Sunny,Cool,FALSE,Normal,4.856279314,1.478808425,2.8773624,5.90113353
3538,Rainy,Mild,FALSE,High,26.70204832,4.683832258,3.725581586,5.920819106
3539,Overcast,Hot,FALSE,High,18.26966495,12.53241789,2.854311348,3.762547506
3540,Overcast,Mild,FALSE,High,9.575675339,3.973468167,5.99635078,4.306901222
